what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997699040
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997701412
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1425997701428
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997705036
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997707113
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997711955
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997713375
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997720635
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997722032
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997726284
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997727732
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997731598
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997732790
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997736558
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997738263
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997742583
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1425997745463
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1425997745927
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1425997745959
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1425997749519
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1425997749863
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1425997762610
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1425997764014
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1425997769350
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1425997771235
