what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630833465
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630835199
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630836324
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630836965
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630838074
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630838918
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630840022
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630844132
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630848866
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630851225
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630853007
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1429630859978
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1429630860400
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1429630860618
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630862134
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630863853
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630863868
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630865415
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630866837
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630868337
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630870322
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429630872368
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1429630875697
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1429630876212
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1429630878931
