what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429624635346
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429624647581
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429624648784
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429624663958
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1429624666927
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429624671568
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429624679570
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429624687914
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429624698572
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429624702603
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1429624705009
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1429624710337
executed,command,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.junitShortcut.run,1429624712587
activated,view,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.ResultView,1429624714134
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1429624716353
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1429624716902
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1429624717324
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1429624717621
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1429624717996
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1429624718340
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1429624718777
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1429624719918
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1429624723199
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1429624740326
executed,command,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit.junitShortcut.run,1429624743045
